y,ux
0.0,3.8153100635849896e-11
0.001,0.037842670653415164
0.002,0.07506446656399908
0.003,0.11166538773175165
0.004,0.14764543415667292
0.005,0.18300460583876282
0.006,0.21774290277802147
0.007,0.25186032497444877
0.008,0.28535687242804475
0.009000000000000001,0.31824141941259687
0.01,0.3505439313207212
0.011,0.38226685152142603
0.012,0.4134101800147113
0.013000000000000001,0.44397391680057696
0.014,0.47395806187902306
0.015,0.5033626152500497
0.016,0.5321875769136566
0.017,0.5604352710340353
0.018000000000000002,0.5881374223698487
0.019,0.6153040828899491
0.02,0.641935252594337
0.021,0.6680309314830122
0.022,0.6935911195559747
0.023,0.7186158168132245
0.024,0.7431050232547616
0.025,0.7670587388805862
0.026000000000000002,0.790500733385709
0.027,0.8134541310825112
0.028,0.8359189319709928
0.029,0.8578951360511534
0.03,0.8793827433229932
0.031,0.9003817537865124
0.032,0.9208921674417108
0.033,0.9409139842885879
0.034,0.9604588806060639
0.035,0.9795611036188459
0.036000000000000004,0.998222832260308
0.037,1.01644406653045
0.038,1.034224806429272
0.039,1.0515650519567739
0.04,1.0684648031129562
0.041,1.084924059897818
0.042,1.1009463508553115
0.043000000000000003,1.116566288750032
0.044,1.1317923586043994
0.045,1.146624560418414
0.046,1.1610628941920753
0.047,1.1751073599253836
0.048,1.1887579576183387
0.049,1.2020146872709407
0.05,1.2148775488831898
0.051000000000000004,1.2273715823874896
0.052000000000000005,1.2395138605767775
0.053,1.2513043834510533
0.054,1.2627431510103175
0.055,1.2738301632545697
0.056,1.28456542018381
0.057,1.2949489217980383
0.058,1.3049806680972544
0.059000000000000004,1.314671576303167
0.06,1.3240454022707635
0.061,1.3331025302823583
0.062,1.3418429603379511
0.063,1.3502666924375424
0.064,1.3583737265811318
0.065,1.3661640627687195
0.066,1.3736377010003051
0.067,1.3807977138872658
0.068,1.3876649159844954
0.069,1.3942420330409988
0.07,1.4005290650567765
0.07100000000000001,1.4065260120318286
0.07200000000000001,1.4122328739661547
0.073,1.4176496508597547
0.074,1.4227763427126296
0.075,1.4276129495247785
0.076,1.432172857507779
0.077,1.436460854285616
0.078,1.4404769398582897
0.079,1.4442211142258004
0.08,1.4476933773881473
0.081,1.4508937293453306
0.082,1.4538221700973508
0.083,1.4564786996442074
0.084,1.458868032882727
0.085,1.460996906772998
0.08600000000000001,1.4628647827483066
0.08700000000000001,1.464471660808653
0.088,1.4658175409540368
0.089,1.4669024231844585
0.09,1.4677263074999178
0.091,1.4682891939004143
0.092,1.468592200404756
0.093,1.4686400998595297
0.094,1.46843248364101
0.095,1.4679693517491976
0.096,1.4672507041840925
0.097,1.4662765409456942
0.098,1.4650468620340034
0.099,1.463561667449019
0.1,1.4618209571907423
0.101,1.4598272465424058
0.10200000000000001,1.4575799851227442
0.10300000000000001,1.4550791729317576
0.10400000000000001,1.4523248099694457
0.105,1.4493168962358085
0.106,1.4460554317308458
0.107,1.4425404164545577
0.108,1.4387718504069444
0.109,1.434750296835499
0.11,1.4304755082202454
0.111,1.42594720975819
0.112,1.4211654014493327
0.113,1.4161300832936738
0.114,1.410841255291213
0.115,1.4052989174419508
0.116,1.399503069745887
0.117,1.3934537894116943
0.11800000000000001,1.3871506380722243
0.11900000000000001,1.380593203522219
0.12,1.3737814857616788
0.121,1.3667154847906031
0.122,1.3593952006089922
0.123,1.3518206332168463
0.124,1.3439917826141652
0.125,1.3359086488009486
0.126,1.3275708474366539
0.127,1.318977830356427
0.128,1.3101295975602683
0.129,1.3010261490481776
0.13,1.2916674848201548
0.131,1.2820536048762
0.132,1.2721845092163129
0.133,1.2620601978404937
0.134,1.2516804585391044
0.135,1.2410447577886967
0.136,1.2301530737684367
0.137,1.2190054064783244
0.138,1.2076017559183596
0.139,1.1959421220885427
0.14,1.184026504988873
0.14100000000000001,1.171854904619351
0.14200000000000002,1.1594272530173317
0.14300000000000002,1.146743163348264
0.14400000000000002,1.1338026121014855
0.145,1.120605599276996
0.146,1.107152124874795
0.147,1.093442188894883
0.148,1.0794757913372601
0.149,1.065252932201926
0.15,1.0507736114888806
0.151,1.036037602627704
0.152,1.0210449589110193
0.153,1.0057956803388257
0.154,0.9902897669111237
0.155,0.974527218627913
0.156,0.9585080354891936
0.157,0.9422322174949653
0.158,0.9256997646452286
0.159,0.9089106123294722
0.16,0.8918648690363646
0.161,0.8745625823078436
0.162,0.8570037521439097
0.163,0.8391883785445627
0.164,0.8211164615098026
0.165,0.8027880010396293
0.166,0.7842029971340432
0.167,0.7653614331271379
0.168,0.7462634807568866
0.169,0.7269092675570398
0.17,0.7072987935275975
0.171,0.6874320586685597
0.17200000000000001,0.6673090629799264
0.17300000000000001,0.6469298064616977
0.17400000000000002,0.6262942891138734
0.17500000000000002,0.6054025109364536
0.176,0.5842546072612972
0.177,0.5628508215459382
0.178,0.5411911537903777
0.179,0.5192756039946155
0.18,0.49710417215865177
0.181,0.4746768582824861
0.182,0.45199366236611893
0.183,0.42905458440955013
0.184,0.40585970386652076
0.185,0.3824092867245725
0.186,0.35870335439971573
0.187,0.3347419068919507
0.188,0.31052494420127735
0.189,0.28605246632769565
0.19,0.26132447327120567
0.191,0.23634096503180724
0.192,0.21110197166861344
0.193,0.1856076840582528
0.194,0.15985812249125897
0.195,0.13385328696763207
0.196,0.10759317748737206
0.197,0.08107779405047892
0.198,0.05430713665695262
0.199,0.027281205306793236
0.2,2.7409731444524042e-11
